SessionId,SessionStart,SessionEnd,Samples,ProductiveSamples,UnproductiveSamples,ProductivityScore,TopActivity,TopActivityShare
20260221_2145,2026-02-21 21:45:00,2026-02-21 22:00:00,15,1,14,6.67,browsing,93.33
